IG_EST,IG_DEP,IG_MUN,IG_POB,IG_LAT_W84,IG_LON_W84,D_PR_PAL1,D_MI_PAL1,D_CLAS_DEP,R_RO_HUES,X,Y
Productor pasado - Subterráneo,Antioquia,Caicedo,Caicedo,6.402468,-76.021283,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-76.021283,6.402468
Productor - Subterráneo,Antioquia,Caicedo,Caicedo,6.402891,-76.020451,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-76.020451,6.402891
Productor pasado - Subterráneo,Antioquia,Frontino,<Nulo>,6.418705,-76.156107,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-76.156107,6.418705
ocurrencia,Antioquia,Caicedo,Caicedo,6.457478,-76.03649,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-76.03649,6.457478
Productor pasado - Subterráneo,Antioquia,Frontino,<Nulo>,6.459605,-76.097549,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-76.097549,6.459605
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.600464,-76.12978,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-76.12978,6.600464
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.624943,-76.1346,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-76.1346,6.624943
Productor pasado - Subterráneo,Antioquia,Entrerrios,Belmira,6.63455,-75.64971,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_METAMÓRFICA,-75.64971,6.63455
Productor pasado - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.635551,-76.150233,Oro-Au,Oro-Au,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-76.150233,6.635551
Productor pasado - Subterráneo,Antioquia,Entrerrios,Belmira,6.641904,-75.650856,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_METAMÓRFICA,-75.650856,6.641904
Productor pasado - Subterráneo,Antioquia,Yalí,<Nulo>,6.650852,-74.89331,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-74.89331,6.650852
Productor pasado - Subterráneo,Antioquia,Belmira,Belmira,6.659866,-75.68708,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_METAMÓRFICA,-75.68708,6.659866
Productor pasado - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.662829,-76.10967,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-76.10967,6.662829
Productor pasado - Subterráneo,Antioquia,Belmira,Belmira,6.66795,-75.68301,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_METAMÓRFICA,-75.68301,6.66795
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.676447,-76.156768,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-76.156768,6.676447
Productor pasado - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.683959,-76.039067,Oro-Au,Oro-Au,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-76.039067,6.683959
Productor pasado - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.684083,-76.049311,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-76.049311,6.684083
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.68974,-76.05445,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-76.05445,6.68974
Productor pasado - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.691768,-76.0557,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-76.0557,6.691768
Productor pasado - Subterráneo,Antioquia,Belmira,Belmira,6.693725,-75.69849,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_METAMÓRFICA,-75.69849,6.693725
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.694967,-76.050942,Oro-Au,Oro-Au,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-76.050942,6.694967
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.695639,-76.056288,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-76.056288,6.695639
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.696547,-76.055298,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-76.055298,6.696547
Productor pasado - Subterráneo,Antioquia,Yalí,<Nulo>,6.697502,-74.895744,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-74.895744,6.697502
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.697901,-76.05519,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-76.05519,6.697901
Productor pasado - Subterráneo,Antioquia,Yalí,<Nulo>,6.697994,-74.88242,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-74.88242,6.697994
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.69839,-76.067566,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-76.067566,6.69839
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.698907,-76.049286,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-76.049286,6.698907
Productor pasado - Subterráneo,Antioquia,Yalí,<Nulo>,6.700305,-74.85078,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-74.85078,6.700305
Productor - Subterráneo,Antioquia,Belmira,Belmira,6.70125,-75.69971,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_METAMÓRFICA,-75.69971,6.70125
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.701511,-76.06663,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-76.06663,6.701511
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.70557,-76.06635,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-76.06635,6.70557
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.706613,-76.06547,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-76.06547,6.706613
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.706613,-76.063194,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-76.063194,6.706613
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.707302,-76.062614,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-76.062614,6.707302
Productor pasado - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.710276,-76.05125,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-76.05125,6.710276
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.717923,-76.058692,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-76.058692,6.717923
Productor pasado - Subterráneo,Antioquia,Amalfi,Guayabito,6.810897,-75.08943,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.08943,6.810897
Productor pasado - Subterráneo,Antioquia,Amalfi,El Retiro,6.813104,-75.05826,Oro-Au,Oro-Au,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.05826,6.813104
Productor pasado - Subterráneo,Antioquia,Amalfi,La Guyana,6.819206,-75.119286,Oro-Au,,Sin_Clasificar,ROCA METAMÓRFICA,-75.119286,6.819206
Productor - Subterráneo,Antioquia,Amalfi,Guayabito,6.829612,-75.08071,Oro-Au,,Sin_Clasificar,ROCA METAMÓRFICA,-75.08071,6.829612
Productor pasado - Subterráneo,Antioquia,Amalfi,Caracolí,6.841972,-75.12732,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-75.12732,6.841972
Productor pasado - Subterráneo,Antioquia,Amalfi,Caracolí,6.842412,-75.10334,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-75.10334,6.842412
Productor - Subterráneo,Antioquia,Amalfi,La Blanquita,6.861359,-75.07453,Oro-Au,,Sin_Clasificar,ROCA METAMÓRFICA,-75.07453,6.861359
Productor pasado - Subterráneo,Antioquia,Amalfi,La Blanquita,6.86452,-75.058944,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-75.058944,6.86452
Productor pasado - Subterráneo,Antioquia,Amalfi,Caracolí,6.870058,-75.103988,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-75.103988,6.870058
Productor pasado - Subterráneo,Antioquia,Amalfi,El Guiaco,6.875223,-75.144544,Oro-Au,,Sin_Clasificar,ROCA METAMÓRFICA,-75.144544,6.875223
Productor - Subterráneo,Antioquia,Amalfi,El Guiaco,6.881311,-75.13875,Oro-Au,,Sin_Clasificar,ROCA METAMÓRFICA,-75.13875,6.881311
Productor pasado - Subterráneo,Antioquia,Amalfi,María Teresa,6.896059,-75.117016,Oro-Au,,Sin_Clasificar,ROCA METAMÓRFICA,-75.117016,6.896059
Productor - Subterráneo,Antioquia,Amalfi,El Guiaco,6.902506,-75.165259,Oro-Au,,Sin_Clasificar,ROCA METAMÓRFICA,-75.165259,6.902506
Productor - Subterráneo,Antioquia,Amalfi,María Teresa,6.903815,-75.121448,Oro-Au,,Sin_Clasificar,ROCA METAMÓRFICA,-75.121448,6.903815
Productor pasado - Subterráneo,Antioquia,Amalfi,María Teresa,6.905741,-75.138089,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-75.138089,6.905741
Productor - Subterráneo,Antioquia,Amalfi,La Gurria,6.90673,-75.02409,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-75.02409,6.90673
Productor - Subterráneo,Antioquia,Amalfi,El Guiaco,6.908036,-75.154822,Oro-Au,,Sin_Clasificar,ROCA METAMÓRFICA,-75.154822,6.908036
Productor pasado - Subterráneo,Antioquia,Amalfi,La Víbora,6.918503,-75.08977,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-75.08977,6.918503
Productor pasado - Subterráneo,Antioquia,Amalfi,María Teresa,6.918605,-75.134608,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-75.134608,6.918605
Productor - Subterráneo,Antioquia,Amalfi,Las Ánimas,6.946743,-75.039388,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-75.039388,6.946743
Productor pasado - Subterráneo,Antioquia,Amalfi,Los Mangos,6.952355,-75.084305,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-75.084305,6.952355
Productor pasado - Subterráneo,Antioquia,Amalfi,Salazar,6.955224,-75.039098,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-75.039098,6.955224
Productor pasado - Subterráneo,Antioquia,Amalfi,Cestillal,6.965012,-75.013801,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-75.013801,6.965012
Productor pasado - Subterráneo,Antioquia,Amalfi,Cestillal,6.971217,-75.007986,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-75.007986,6.971217
Productor - Subterráneo,Antioquia,Amalfi,Cestillal,6.981727,-74.99649,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-74.99649,6.981727
Productor - Subterráneo,Antioquia,Amalfi,Romazón,6.992903,-75.018715,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-75.018715,6.992903
Productor pasado - Subterráneo,Antioquia,Amalfi,Cestillal,6.993111,-74.99108,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-74.99108,6.993111
Productor pasado - Subterráneo,Antioquia,Amalfi,Romazón,7.001527,-74.99213,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-74.99213,7.001527
Productor pasado - Subterráneo,Antioquia,Amalfi,Romazón,7.020841,-74.99561,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-74.99561,7.020841
Productor - Subterráneo,Antioquia,Amalfi,Romazón,7.031823,-75.006546,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-75.006546,7.031823
Productor - Subterráneo,Antioquia,Amalfi,El Jardín,7.049746,-74.9385,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-74.9385,7.049746
Productor - Subterráneo,Antioquia,Segovia,La Cruzada,7.071684,-74.728898,Oro-Au,,Sin_Clasificar,ROCA METAMÓRFICA,-74.728898,7.071684
Ocurrencia,Antioquia,Peque,San José,7.071862,-75.880288,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_VOLCÁNICA,-75.880288,7.071862
Ocurrencia,Antioquia,Peque,San José,7.073305,-75.879171,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_VOLCÁNICA,-75.879171,7.073305
Ocurrencia,Antioquia,Peque,San José,7.074491,-75.876344,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_VOLCÁNICA,-75.876344,7.074491
Productor pasado - Subterráneo,Antioquia,Peque,San José,7.077675,-75.876897,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_VOLCÁNICA,-75.876897,7.077675
Productor - Subterráneo,Antioquia,Amalfi,El Jardín,7.07779,-74.968575,Oro-Au,,Sin_Clasificar,ROCA METAMÓRFICA,-74.968575,7.07779
Productor pasado - Subterráneo,Antioquia,Amalfi,La Vetilla,7.144469,-74.91018,Oro-Au,,Sin_Clasificar,ROCA METAMÓRFICA,-74.91018,7.144469
Productor pasado - Subterráneo,Antioquia,Amalfi,La Vetilla,7.160735,-74.91003,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-74.91003,7.160735
Productor - Subterráneo,Antioquia,Amalfi,Los Toros,7.183142,-74.94742,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-74.94742,7.183142
Productor pasado - Subterráneo,Antioquia,Amalfi,La Vetilla,7.187779,-74.91428,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-74.91428,7.187779
Productor - Subterráneo,Antioquia,Amalfi,La Vetilla,7.188856,-74.92363,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-74.92363,7.188856
Productor - Subterráneo,Antioquia,Anzá,Anzá,6.276749,-75.90633,Yeso-CaSO4·2H2O,Yeso CaSO4·2H2O,Volcanogénico,ROCA_ÍGNEA_VOLCANICLÁSTICA,-75.90633,6.276749
Productor - Subterráneo,Antioquia,Anzá,Anzá,6.279076,-75.90504,Yeso-CaSO4·2H2O,Yeso CaSO4·2H2O,Volcanogénico,ROCA_ÍGNEA_VOLCANICLÁSTICA,-75.90504,6.279076
Prospecto,Antioquia,Anzá,El Pedrero,6.28148,-75.901427,Oro-Au,Pirita-FeS2,Volcanogénico,ROCA ÍGNEA VOLCÁNICA,-75.901427,6.28148
Prospecto,Antioquia,Anzá,El Pedrero,6.28228,-75.90021,Oro-Au,Pirita-FeS2,Volcanogénico,ROCA ÍGNEA VOLCÁNICA,-75.90021,6.28228
Prospecto,Antioquia,Guadalupe,Guadalupe,6.826929,-75.21235,Cobre-Cu,Calcopirita-CuFeS2,Volcanogénico,ROCA_SEDIMENTARIA,-75.21235,6.826929
Prospecto,Antioquia,Guadalupe,Guadalupe,6.828485,-75.21185,Cobre-Cu,Calcopirita-CuFeS2,Volcanogénico,ROCA_SEDIMENTARIA,-75.21185,6.828485
Prospecto,Antioquia,Guadalupe,Guadalupe,6.830638,-75.211365,Cobre-Cu,Calcopirita-CuFeS2,Volcanogénico,ROCA_SEDIMENTARIA,-75.211365,6.830638
Prospecto,Antioquia,Guadalupe,Guadalupe,6.832645,-75.21202,Cobre-Cu,Calcopirita-CuFeS2,Volcanogénico,ROCA_SEDIMENTARIA,-75.21202,6.832645
Ocurrencia,Antioquia,Guadalupe,San Julián,6.832691,-75.211182,Cobre-Cu,Pirita-FeS2,Volcanogénico,ROCA ÍGNEA PLUTÓNICA,-75.211182,6.832691
Ocurrencia,Antioquia,Guadalupe,San Julián,6.832771,-75.211581,Cobre-Cu,Pirita-FeS2,Volcanogénico,ROCA ÍGNEA PLUTÓNICA,-75.211581,6.832771
